date,close,open,high,low,volume,NASDAQ,NYSE,SP500,FTSE100,NIKKEI225,BSE,RUSSELL2000,HENG SENG,SSE,Oil,gold,VIX,Dollar,AMAZON,Google,microsoft,Sentiment
2014-09-29,79.0,78.12,79.2,77.91,34030000.0,4505.9,10749.0,1977.8,6646.6,16310.64,26597.11,1117.91,23229.21,2357.71,94.57,82.85,15.98,85.59,321.82,587.81,46.44,-0.019470144063234333
2014-09-30,79.04,79.35,79.71,78.6,35900000.0,4493.4,10702.9,1972.29,6622.72,16173.52,26630.51,1101.68,22932.98,2363.87,91.16,81.11,16.31,85.94,322.44,588.41,46.36,
2014-10-01,76.55,78.78,78.82,75.9,55090000.0,4422.1,10571.5,1946.16,6557.52,16082.25,26567.99,1085.41,,,90.73,81.01,16.71,85.97,317.46,579.63,45.9,
2014-10-02,77.08,76.57,77.48,75.64,36490000.0,4430.2,10555.7,1946.17,6446.39,15661.99,,1096.38,,,91.01,81.63,16.16,85.6,318.41,580.88,45.76,
2014-10-03,77.44,77.76,78.06,77.26,23340000.0,4475.6,10635.5,1967.9,6527.91,15708.65,,1104.74,23064.56,,89.74,78.42,14.55,86.69,322.74,586.25,46.09,0.12536098156124353
2014-10-06,77.56,77.19,77.89,76.85,25730000.0,4454.8,10647.5,1964.82,6563.65,15890.95,,1094.65,23315.04,,90.34,79.65,15.46,85.93,322.2,587.78,46.09,-0.289669394493103
2014-10-07,76.29,77.05,77.95,76.24,25320000.0,4385.2,10484.5,1935.1,6495.58,15783.83,26271.97,1076.31,23422.52,,88.85,76.77,17.2,85.67,316.98,574.1,45.53,-0.017078138887882233
2014-10-08,77.52,76.18,77.71,75.1,32979999.999999996,4468.6,10645.7,1968.89,6482.24,15595.98,26246.79,1097.12,23263.33,2382.79,87.31,82.1,15.11,85.3,322.7,583.74,46.78,
2014-10-09,75.91,77.28,77.76,75.85,32490000.000000004,4378.3,10409.4,1928.21,6431.85,15478.93,26637.28,1067.99,23534.53,2389.37,85.77,78.96,18.76,85.52,315.37,570.81,45.85,
2014-10-10,72.91,75.59,76.5,72.76,52150000.0,4276.2,10293.1,1906.13,6339.97,15300.55,26297.38,1053.32,23088.54,2374.54,85.82,77.26,21.24,85.91,311.39,555.19,44.03,
2014-10-13,72.99,73.23,74.78,72.52,43940000.0,4213.7,10166.7,1874.74,6366.24,,26384.07,1049.3,23143.38,2366.01,85.74,78.49,24.64,85.53,306.45,544.75,43.65,
2014-10-14,73.59,74.0,74.18,72.05,50300000.0,4227.2,10185.9,1877.7,6392.68,14936.51,26349.33,1061.6,23047.97,2359.47,81.84,79.27,22.79,85.82,308.31,548.69,43.73,-0.06284987181425095
2014-10-15,73.21,71.69,73.8,70.32,61530000.0,4215.3,10109.7,1862.49,6211.64,15073.52,,1072.45,23140.05,2373.67,81.78,79.22,26.25,85.15,305.97,540.73,43.22,-0.8050497174263
2014-10-16,72.63,70.79,73.35,70.58,53530000.0,4217.4,10123.7,1862.76,6195.91,14738.38,25999.34,1086.11,22900.94,2356.5,82.7,79.3,25.2,84.95,302.86,536.92,42.74,
2014-10-17,75.95,74.23,76.0,73.75,76340000.0,4258.4,10250.5,1886.76,6310.29,14532.51,26108.53,1082.33,23023.21,2341.18,82.75,77.08,21.99,85.11,303.64,522.97,43.63,0.8905479907989502
2014-10-20,76.95,75.6,77.09,75.38,34700000.0,4316.1,10327.3,1904.01,6267.07,15111.23,26429.85,1094.97,23070.26,2356.73,82.71,78.55,18.57,84.95,306.21,532.38,44.08,0.10718221962451936
2014-10-21,78.69,77.56,78.74,77.15,32250000.0,4419.5,10500.8,1941.28,6372.33,14804.28,26575.65,1112.85,23088.58,2339.66,82.81,78.75,16.08,85.3,315.33,538.03,44.88,
2014-10-22,78.37,78.81,79.85,78.01,41860000.0,4382.9,10405.8,1927.11,6399.73,15195.77,26787.23,1096.87,23403.97,2326.55,80.52,75.93,17.87,85.74,312.97,542.69,44.38,
2014-10-23,80.04,79.38,80.63,79.01,35060000.0,4452.8,10519.3,1950.82,6419.15,15138.96,26851.05,1116.49,23333.18,2302.42,82.09,76.25,16.53,85.84,313.18,553.65,45.02,0.008021995425224304
2014-10-24,80.67,80.2,80.82,79.32,32250000.0,4483.7,10582.6,1964.58,6388.73,15291.64,,1118.82,23302.2,2302.28,81.01,75.93,16.11,85.73,287.06,548.9,46.13,
2014-10-27,80.28,80.74,80.8,79.76,30170000.0,4485.9,10544.4,1961.63,6363.46,15388.72,26752.9,1117.48,23143.23,2290.44,81.0,74.58,16.04,85.5,289.97,549.88,45.91,
2014-10-28,80.77,80.18,81.16,79.57,74210000.0,4564.3,10677.9,1985.05,6402.17,15329.91,26880.82,1149.45,23520.36,2337.87,81.42,75.83,14.39,85.41,295.59,558.94,46.49,0.27838913816958666
2014-10-29,75.86,75.45,76.88,74.78,106120000.0,4549.2,10646.7,1982.3,6453.87,15553.91,27098.17,1146.37,23819.87,2373.03,82.2,72.9,15.15,85.95,294.12,558.45,46.62,-0.6730913519859314
2014-10-30,74.11,75.05,75.35,72.9,83270000.0,4566.1,10712.2,1994.65,6463.55,15658.2,27346.33,1155.77,23702.04,2391.08,81.12,67.97,14.52,86.15,299.07,560.27,46.05,-0.03274530917406082
2014-10-31,74.99,74.93,75.7,74.45,44540000.0,4630.7,10845.0,2018.05,6546.47,16413.76,27865.83,1173.51,23998.06,2420.18,80.54,64.88,14.03,86.92,305.46,567.87,46.95,
2014-11-03,73.88,75.47,75.52,73.7,40730000.0,4638.9,10808.7,2017.81,6487.97,,27860.38,1170.2,23915.97,2430.03,78.78,66.83,14.73,87.31,305.72,563.77,47.44,
2014-11-04,75.76,74.23,75.77,73.65,39330000.0,4623.6,10758.1,2012.1,6453.97,16862.47,,1165.42,23845.66,2430.68,77.19,64.35,14.89,86.98,302.81,564.19,47.57,
2014-11-05,74.83,76.51,76.8,74.42,35910000.0,4620.7,10824.1,2023.57,6539.14,16937.32,27915.88,1167.07,23695.62,2419.25,78.68,61.63,14.17,87.44,296.52,555.95,47.86,
2014-11-06,75.26,74.89,75.6,74.31,21380000.0,4638.5,10843.5,2031.21,6551.15,16792.48,,1171.86,23649.31,2425.86,77.91,64.27,13.67,88.01,296.64,551.69,48.7,
2014-11-07,75.6,75.39,75.86,75.02,20770000.0,4632.5,10864.6,2031.92,6567.24,16880.38,27868.63,1173.32,23550.24,2418.17,78.65,69.04,13.12,87.64,299.86,551.82,48.68,
2014-11-10,75.0,75.36,75.48,74.61,21580000.0,4651.6,10892.6,2038.26,6611.25,16780.53,27874.73,1179.57,23744.7,2473.67,77.4,65.09,12.67,87.81,305.11,558.23,48.89,0.019451290369033813
2014-11-11,74.61,74.95,74.98,74.03,18740000.0,4660.6,10907.5,2039.68,6627.4,17124.11,27910.06,1179.96,23808.28,2469.67,77.94,67.87,12.92,87.53,312.01,561.29,48.87,
2014-11-12,74.72,74.28,75.14,73.54,26540000.0,4675.1,10884.0,2038.25,6611.04,17197.05,28008.9,1186.47,23938.18,2494.48,77.18,67.71,13.02,87.82,311.51,558.25,48.78,
2014-11-13,74.25,74.74,75.24,73.64,26450000.0,4680.1,10868.9,2039.33,6635.45,17392.79,27940.64,1175.42,24019.94,2485.61,74.21,66.7,13.79,87.67,316.48,556.44,49.61,0.4166935086250305
2014-11-14,74.88,74.27,74.93,74.04,19480000.0,4688.5,10880.6,2039.82,6654.37,17490.83,28046.66,1173.81,24087.38,2478.82,75.82,70.82,13.31,87.53,327.82,555.19,49.58,
2014-11-17,74.24,74.88,75.66,73.88,28700000.0,4671.0,10883.3,2041.32,6671.97,16973.8,28177.88,1164.23,23797.08,2474.01,75.64,71.94,13.99,87.93,323.05,546.64,49.46,-0.4642724292352796
2014-11-18,74.34,74.45,74.8,73.9,20700000.0,4702.4,10941.7,2051.8,6709.13,17344.06,28163.29,1170.28,23529.17,2456.37,74.61,75.1,13.86,87.58,324.93,544.51,48.74,0.0074810609221458435
2014-11-19,73.33,74.01,74.54,73.11,25440000.0,4675.7,10927.5,2048.72,6696.6,17288.75,28032.85,1157.69,23373.31,2450.99,74.58,71.21,13.96,87.65,326.54,547.2,48.22,
2014-11-20,73.6,72.8,73.99,72.51,19150000.0,4701.9,10938.0,2052.75,6678.9,17300.86,28067.56,1170.75,23349.64,2452.66,75.58,73.07,13.58,87.59,330.54,543.76,48.7,
2014-11-21,73.75,74.5,74.5,73.5,23060000.0,4713.0,11025.7,2063.5,6750.76,17357.51,28334.63,1172.42,23437.12,2486.79,76.51,73.77,12.9,88.31,332.63,545.89,47.98,
2014-11-24,74.01,73.54,74.35,73.35,22100000.0,4754.9,11041.4,2069.41,6729.79,,28499.54,1186.94,23893.14,2532.88,75.78,72.77,12.62,88.15,335.64,547.48,47.59,
2014-11-25,75.63,74.21,75.74,74.13,32250000.0,4758.3,11029.4,2067.03,6731.14,17407.62,28338.05,1186.33,23843.91,2567.6,74.09,75.42,12.25,87.92,335.04,549.23,47.47,-0.02162327617406845
2014-11-26,77.62,75.53,77.78,75.51,32720000.0,4787.3,11047.9,2072.83,6729.17,17383.58,28386.19,1190.62,24111.98,2604.35,73.69,74.44,12.07,87.61,333.57,547.73,47.75,-0.03784400224685669
2014-11-28,77.7,77.67,78.27,77.23,15990000.0,4791.6,10955.4,2067.56,6722.62,17459.85,28693.99,1173.15,23987.45,2682.83,66.15,68.39,13.33,88.36,338.64,549.08,47.81,
2014-12-01,75.1,77.26,77.31,74.8,31790000.0,4727.4,10888.4,2053.44,6656.37,17590.1,28559.62,1154.05,23367.45,2680.16,69.0,73.12,14.29,87.95,326.0,539.65,48.62,
2014-12-02,75.46,75.33,75.91,75.04,16770000.0,4755.8,10940.1,2066.55,6742.1,17663.22,28444.01,1168.45,23654.3,2763.54,66.88,70.67,12.85,88.65,326.31,538.59,48.46,
2014-12-03,74.88,75.38,75.73,74.4,16690000.000000002,4774.5,10987.4,2074.33,6716.63,17720.43,28442.71,1179.01,23428.62,2779.53,67.38,73.07,12.47,88.96,316.5,536.97,48.08,
2014-12-04,75.24,74.83,75.55,74.66,14390000.0,4769.4,10952.3,2071.92,6679.37,17887.21,28562.82,1173.01,23832.56,2899.46,66.81,71.46,12.38,88.7,316.93,542.58,48.84,
2014-12-05,76.36,75.8,76.76,75.36,24310000.0,4780.8,10970.3,2075.37,6742.84,17920.45,28458.1,1182.43,24002.64,2937.65,65.84,70.15,11.82,89.33,312.63,528.08,48.42,0.6681185364723206
2014-12-08,76.52,76.18,77.25,75.4,25730000.0,4740.7,10863.5,2060.31,6672.15,17935.64,28119.4,1167.31,24047.67,3020.26,63.05,70.18,14.21,89.04,306.64,530.73,47.7,-0.070021852850914
2014-12-09,76.84,75.2,76.93,74.78,25360000.0,4766.5,10847.4,2059.82,6529.47,17813.38,27797.01,1188.06,23485.83,2856.27,63.82,73.31,14.89,88.69,312.5,536.11,47.59,
2014-12-10,76.18,76.65,77.55,76.07,32210000.0,4684.0,10662.2,2026.14,6500.04,17412.58,27831.1,1161.86,23524.52,2940.01,60.94,71.0,18.53,88.27,305.84,528.04,46.9,0.09276318550109863
2014-12-11,77.73,76.52,78.52,76.48,33490000.000000004,4708.2,10690.1,2035.33,6461.7,17257.4,27602.01,1166.96,23312.54,2925.74,59.95,69.96,20.08,88.66,307.36,532.11,47.17,-0.726704478263855
2014-12-12,77.83,77.16,78.88,77.02,28090000.0,4653.6,10500.5,2002.33,6300.63,17371.58,27350.68,1152.45,23249.2,2938.17,57.81,68.68,21.08,88.36,307.32,521.51,46.95,
2014-12-15,76.99,78.46,78.58,76.56,29400000.0,4605.2,10411.2,1989.63,6182.72,17099.4,27319.56,1140.3,23027.85,2953.42,55.91,64.09,20.42,88.46,306.07,515.84,46.67,
2014-12-16,74.69,76.19,77.39,74.59,31550000.0,4547.8,10390.0,1972.74,6331.83,16755.32,26781.44,1139.36,22670.5,3021.52,55.93,63.15,23.57,88.12,295.06,498.16,45.16,-0.3073653876781464
2014-12-17,76.11,75.01,76.41,74.9,29200000.0,4644.3,10603.5,2012.89,6336.48,16819.73,26710.13,1174.83,22585.84,3061.02,56.47,66.51,19.44,89.13,298.88,506.45,45.74,
2014-12-18,78.4,76.89,78.4,76.51,34220000.0,4748.4,10831.6,2061.23,6466.0,17210.05,27126.57,1192.15,22832.21,3057.52,54.11,69.47,16.81,89.23,297.73,514.62,47.52,
2014-12-19,79.88,78.75,80.0,78.33,43330000.0,4765.4,10890.2,2070.65,6545.27,17621.4,27371.84,1195.95,23116.63,3108.6,56.52,69.36,16.49,89.6,299.9,520.04,47.66,-0.017843160778284073
2014-12-22,81.45,80.08,81.89,80.0,31400000.0,4781.4,10920.0,2078.54,6576.74,17635.14,27701.79,1201.86,23408.57,3127.44,55.26,65.36,15.25,89.77,306.54,532.3,47.98,-0.05437248200178146
2014-12-23,80.61,82.02,82.17,80.4,19870000.0,4765.4,10951.8,2082.17,6598.18,,27506.46,1202.44,23333.69,3032.61,57.12,64.82,14.8,90.06,306.29,538.77,48.45,
2014-12-24,80.77,81.03,81.43,80.75,7690000.0,4773.5,10955.1,2081.88,6609.93,17854.23,27208.61,1206.79,23349.34,2972.53,55.84,66.58,14.37,89.97,303.03,536.93,48.14,0.3639926612377167
2014-12-26,80.78,81.02,81.28,80.51,10650000.0,4806.9,10985.4,2088.77,,17818.96,27241.78,1215.21,,3157.6,54.73,68.4,14.5,90.03,309.09,541.52,47.88,
2014-12-29,80.02,80.49,80.96,79.71,14130000.0,4806.9,10988.0,2090.57,6633.51,17729.84,27395.73,1219.11,23773.18,3168.02,53.61,66.68,15.06,90.19,312.04,537.31,47.45,
2014-12-30,79.22,79.85,80.59,79.1,14370000.0,4777.4,10933.0,2080.35,6547.0,17450.77,27403.54,1213.05,23501.1,3165.81,54.12,69.06,15.92,89.99,310.3,535.28,47.02,
2014-12-31,78.02,79.54,79.8,77.86,20040000.0,4736.0,10839.2,2058.9,6566.09,,27499.42,1204.7,23605.04,3234.68,53.27,68.78,19.2,90.27,310.35,530.66,46.45,
2015-01-02,78.45,78.58,78.93,77.7,18180000.0,4726.8,10830.9,2058.2,6547.8,,27887.9,1198.8,23857.82,,52.69,70.51,17.79,91.08,308.52,529.55,46.76,-0.013955051079392431
2015-01-05,77.19,77.98,79.25,76.86,26450000.0,4652.6,10607.7,2020.58,6417.16,17408.71,27842.32,1181.37,23721.32,3350.52,50.04,71.8,19.92,91.38,302.19,519.46,46.33,-0.19042761996388435
2015-01-06,76.15,77.23,77.59,75.36,27400000.0,4592.7,10514.9,2002.61,6366.51,16883.19,26987.46,1161.32,23485.41,3351.45,47.93,75.84,21.12,91.5,295.29,506.64,45.65,0.08518175780773163
2015-01-07,76.15,76.76,77.36,75.82,22050000.0,4650.5,10627.1,2025.9,6419.83,16885.33,26908.82,1175.97,23681.26,3373.95,48.65,74.61,19.31,91.89,298.42,505.15,46.23,
2015-01-08,78.17,76.74,78.23,76.08,23960000.0,4736.2,10800.5,2062.14,6569.96,17167.1,27274.71,1196.13,23835.53,3293.46,48.79,73.33,17.01,92.37,300.46,506.91,47.59,
2015-01-09,77.74,78.2,78.62,77.2,21160000.0,4704.1,10711.4,2044.81,6501.14,17197.73,27458.38,1185.67,23919.95,3285.41,48.36,76.17,17.55,91.94,296.93,500.72,47.19,
2015-01-12,76.72,77.84,78.0,76.21,19190000.0,4664.7,10640.7,2028.26,6501.42,,27585.27,1180.07,24026.46,3229.32,46.07,79.03,19.6,91.98,291.41,497.06,46.6,
2015-01-13,76.45,77.23,78.08,75.85,25180000.0,4661.5,10623.0,2023.03,6542.2,17087.71,27425.73,1180.63,24215.97,3235.3,45.89,75.3,20.56,92.31,294.74,501.8,46.35,
2015-01-14,76.28,76.42,77.2,76.03,25920000.0,4639.3,10565.4,2011.27,6388.46,16795.96,27346.82,1177.06,24112.6,3222.44,48.48,73.28,21.48,92.16,293.27,505.93,45.95,-0.01039661094546318
2015-01-15,74.05,76.4,76.57,73.54,34130000.0,4570.8,10514.6,1992.67,6498.78,17108.7,28075.55,1154.73,24350.91,3336.45,46.25,77.21,22.39,92.35,286.95,504.01,45.48,0.06202755123376846
2015-01-16,75.18,74.04,75.32,73.84,21790000.0,4634.4,10660.3,2019.42,6550.27,16864.16,28121.89,1176.66,24103.52,3376.49,48.69,79.52,20.95,92.52,290.74,510.45,46.24,
2015-01-20,76.24,75.72,76.31,74.82,22820000.0,4654.9,10658.6,2022.55,6620.1,17366.3,28784.67,1170.25,23951.16,3173.05,46.39,82.07,19.89,93.05,289.44,509.94,46.39,
2015-01-21,76.74,76.16,77.3,75.85,25100000.0,4667.4,10720.4,2032.12,6728.04,17280.48,28888.86,1166.26,24352.58,3323.61,47.78,81.21,18.85,92.9,297.25,520.39,45.92,
2015-01-22,77.65,77.17,77.75,76.68,19520000.0,4750.4,10859.3,2063.15,6796.63,17329.02,29006.02,1189.55,24522.63,3343.34,46.31,81.12,16.4,94.08,310.32,537.3,47.13,
2015-01-23,77.83,77.65,78.19,77.04,16750000.0,4757.9,10788.3,2051.82,6832.83,17511.75,29278.84,1188.93,24850.45,3351.76,45.59,78.33,16.66,94.76,312.39,541.95,47.18,
2015-01-26,77.5,77.98,78.47,77.29,19260000.0,4771.8,10847.2,2057.09,6852.4,17468.52,,1200.35,24909.9,3383.18,45.15,79.53,15.52,94.8,309.66,536.72,47.01,
2015-01-27,75.78,76.71,76.88,75.63,20110000.0,4681.5,10781.8,2029.55,6811.61,17768.3,29571.04,1195.15,24807.28,3352.96,46.23,81.92,17.22,94.02,306.75,521.19,42.66,
2015-01-28,76.24,76.9,77.64,76.0,53310000.0,4638.0,10603.9,2002.16,6825.94,17795.73,29559.18,1175.05,24861.81,3305.74,44.45,78.45,20.44,94.47,303.91,512.43,41.19,0.21722490278383094
2015-01-29,78.0,76.85,78.02,74.21,61290000.0,4683.4,10691.6,2021.25,6810.6,17606.22,29681.77,1192.05,24595.85,3262.3,44.53,77.13,18.76,94.78,311.78,513.23,42.01,
2015-01-30,75.91,78.0,78.16,75.75,42650000.0,4635.2,10537.2,1994.99,6749.4,17674.39,29182.95,1166.55,24507.05,3210.36,48.24,79.4,20.97,94.8,354.53,537.55,40.4,
2015-02-02,74.99,76.11,76.14,73.75,41960000.0,4676.7,10669.0,2020.85,6782.55,17558.04,29122.27,1176.65,24484.74,3128.3,49.57,80.37,19.43,94.5,364.47,532.2,41.28,
2015-02-03,75.4,75.19,75.58,73.86,26960000.0,4727.7,10847.4,2050.03,6871.8,17335.85,29000.14,1196.85,24554.78,3204.91,53.05,78.9,17.33,93.6,363.55,533.3,41.6,
2015-02-04,75.63,75.09,76.35,75.01,20280000.0,4716.7,10775.0,2041.51,6860.02,17678.74,28883.11,1189.45,24679.76,3174.13,48.45,80.02,18.33,93.99,364.75,526.1,41.84,
2015-02-05,75.61,75.71,75.98,75.21,15060000.0,4765.1,10896.1,2062.52,6865.93,17504.62,28850.97,1206.75,24765.49,3136.53,50.48,81.03,16.85,93.57,373.89,529.83,42.45,
2015-02-06,74.47,75.68,75.7,74.25,21210000.0,4744.4,10847.5,2055.47,6853.44,17648.5,28717.91,1204.85,24679.39,3075.91,51.69,76.92,17.29,95.85,374.28,533.88,42.41,
2015-02-09,74.44,74.05,74.83,73.45,16190000.000000002,4726.0,10826.6,2046.74,6837.15,17711.93,28227.39,1194.65,24521.0,3095.12,52.86,78.25,18.55,94.45,370.56,529.28,42.36,
2015-02-10,75.19,74.85,75.34,74.5,15810000.0,4787.6,10915.1,2068.59,6829.12,17652.68,28355.62,1204.65,24528.1,3141.59,50.02,76.88,17.23,94.76,373.0,540.16,42.6,
2015-02-11,76.51,75.09,76.75,75.03,20880000.0,4801.2,10889.0,2068.53,6818.17,,28533.97,1202.35,24315.02,3157.7,48.84,75.37,16.96,94.98,375.14,538.0,42.38,
2015-02-12,76.23,76.86,76.87,75.89,17230000.0,4857.6,10995.3,2088.48,6828.11,17979.72,28805.1,1214.95,24422.15,3173.42,51.21,76.48,15.34,94.09,377.17,546.01,43.09,
2015-02-13,75.74,76.46,76.48,75.5,18620000.0,4893.8,11042.7,2096.99,6873.52,17913.36,29094.93,1222.35,24682.54,3203.83,52.78,77.12,14.69,94.2,381.83,551.16,43.87,
2015-02-17,75.6,75.3,76.91,75.08,25250000.0,4899.3,11054.5,2100.34,6898.13,17987.09,,1225.35,24784.88,3246.91,53.53,74.8,15.8,94.06,375.43,545.01,43.58,
2015-02-18,76.71,75.94,76.9,75.45,22430000.0,4906.4,11064.1,2099.68,6898.08,18199.17,29320.26,1227.85,24832.08,,52.14,76.47,15.45,94.2,373.37,542.65,43.53,-0.9246440529823304
2015-02-19,79.42,76.99,79.84,76.95,45850000.0,4924.7,11038.3,2097.45,6888.9,18264.79,29462.27,1228.65,,,51.16,74.68,15.29,94.4,379.0,546.45,43.5,0.004411112517118454
2015-02-20,79.89,79.55,80.34,79.2,36930000.0,4956.0,11108.7,2110.3,6915.2,18332.3,29231.41,1230.95,,,50.34,74.28,14.3,94.34,383.66,541.8,43.85,
2015-02-23,78.84,79.96,80.19,78.38,24140000.0,4961.0,11074.6,2109.66,6912.16,18466.92,28975.11,1234.65,24836.76,,49.45,74.23,14.56,94.57,380.14,535.0,44.15,
2015-02-24,78.45,78.5,79.48,78.1,18900000.0,4968.1,11122.1,2115.48,6949.63,18603.48,29004.66,1235.45,24750.07,,49.28,73.98,13.69,94.49,378.59,538.65,44.09,0.6886679530143738
2015-02-25,79.56,78.5,80.2,78.5,25590000.0,4967.1,11117.9,2113.86,6935.38,18585.2,29007.99,1235.65,24778.28,3228.84,50.99,75.4,13.84,94.21,385.37,547.33,43.99,
2015-02-26,80.41,79.88,81.37,79.72,31110000.0,4987.9,11082.1,2110.74,6949.73,18785.79,28746.65,1238.95,24902.06,3298.36,48.17,75.84,13.91,95.29,384.8,559.29,44.05,
2015-02-27,78.97,80.68,81.23,78.62,30740000.0,4963.5,11062.8,2104.5,6946.66,18797.94,29220.12,1233.65,24823.29,3310.3,49.76,76.94,13.34,95.32,380.16,562.63,43.85,
2015-03-02,79.75,79.0,79.86,78.52,21660000.0,5008.1,11102.8,2117.39,6940.64,18826.88,29459.14,1240.85,24887.44,3336.28,49.59,75.26,13.04,95.46,385.65,575.02,43.88,0.1294843703508377
2015-03-03,79.6,79.61,79.7,78.52,18630000.0,4979.9,11051.2,2107.78,6889.13,18815.16,29593.73,1233.85,24702.78,3263.05,50.52,73.81,13.86,95.38,384.61,578.79,43.28,
2015-03-04,80.89,79.3,81.15,78.85,28130000.0,4967.1,11004.7,2098.53,6919.24,18703.6,29380.73,1230.55,24465.38,3279.53,51.53,72.69,14.23,95.97,382.72,578.33,43.05,0.09728721529245377
2015-03-05,81.21,81.23,81.99,81.05,27830000.0,4982.8,11014.3,2101.04,6961.14,18751.84,29448.95,1235.15,24193.04,3248.48,50.76,72.53,14.04,96.38,387.83,581.43,43.11,
2015-03-06,80.0,80.9,81.33,79.83,24490000.0,4927.4,10842.2,2071.26,6911.8,18971.0,,1220.05,24164.0,3241.19,49.61,67.6,15.2,97.61,380.09,572.9,42.36,
2015-03-09,79.44,79.68,79.91,78.63,18930000.0,4942.4,10866.6,2079.43,6876.47,18790.55,28844.78,1223.05,24123.05,3302.41,50.0,65.23,15.06,97.59,378.56,574.1,42.85,
2015-03-10,77.55,78.5,79.26,77.55,23070000.0,4859.8,10678.4,2044.16,6702.84,18665.11,28709.87,1208.65,23896.98,3286.07,48.29,63.78,16.69,98.62,369.51,559.85,42.03,
2015-03-11,77.57,77.8,78.43,77.26,20220000.0,4849.9,10678.8,2040.24,6721.51,18723.52,28659.17,1216.35,23717.97,3290.9,48.17,65.97,16.87,99.8,366.37,555.69,41.98,
2015-03-12,78.93,78.1,79.05,77.91,16090000.0,4893.3,10820.9,2065.95,6761.07,18991.11,28930.41,1236.05,23797.96,3349.32,47.05,65.57,15.42,99.44,374.24,561.17,41.02,
2015-03-13,78.05,78.6,79.38,77.68,18560000.0,4871.8,10751.0,2053.4,6740.58,19254.25,28503.3,1232.05,23823.21,3372.91,44.84,65.58,16.0,100.33,370.58,553.0,41.38,0.7400804162025452
2015-03-16,78.07,77.96,78.12,77.36,19310000.0,4929.5,10881.2,2081.19,6804.08,19246.06,28437.71,1238.95,23949.55,3449.3,43.88,65.5,15.61,99.6,373.35,561.64,41.56,-0.9323419332504272
2015-03-17,79.36,78.36,79.78,78.34,22170000.0,4937.4,10862.4,2074.28,6837.61,19437.0,28736.38,1242.55,23901.49,3502.85,43.46,64.39,15.66,99.58,371.92,557.61,41.7,0.060036368668079376
2015-03-18,80.91,79.25,81.24,79.17,36910000.0,4982.8,11019.7,2099.5,6945.2,19544.48,28622.12,1251.95,24120.08,3577.3,44.66,67.58,13.97,98.55,375.13,566.16,42.5,-0.952762484550476
2015-03-19,82.75,81.12,83.0,81.0,42100000.0,4992.4,10931.4,2089.27,6962.32,19476.56,28469.67,1255.05,24468.89,3582.27,43.96,67.23,14.07,99.26,373.24,563.67,42.28,
2015-03-20,83.8,83.39,84.6,83.07,44470000.0,5026.4,11070.5,2108.1,7022.51,19560.22,28261.08,1266.05,24375.24,3617.32,45.72,69.27,13.02,97.91,378.49,564.95,42.88,0.4919526278972626
2015-03-23,84.43,83.92,84.96,83.3,27360000.0,5011.0,11070.9,2104.42,7037.67,19754.36,28192.02,1264.35,24494.51,3687.73,47.45,70.81,13.41,97.03,375.11,565.37,42.85,
2015-03-24,85.31,84.71,86.07,84.52,32580000.0,4994.7,11019.8,2091.5,7019.68,19713.45,28161.72,1263.85,24399.6,3691.41,47.51,70.56,13.62,97.19,374.09,577.54,42.9,0.10045184195041656
2015-03-25,82.92,85.5,85.52,82.92,37440000.0,4876.5,10897.5,2061.05,6990.97,19746.2,28111.83,1233.65,24528.23,3660.73,49.21,69.49,15.44,96.98,370.96,567.0,41.46,0.0771503672003746
2015-03-26,83.01,82.72,83.77,82.14,32790000.0,4863.4,10865.2,2056.15,6895.33,19471.12,27457.58,1233.55,24497.08,3682.1,51.43,68.39,15.8,97.44,367.35,563.64,41.21,-0.2444203943014145
2015-03-27,83.3,83.38,83.95,82.88,18370000.0,4891.2,10875.1,2061.02,6855.02,19285.63,27458.64,1240.05,24486.2,3691.1,48.87,67.73,15.07,97.29,370.56,557.55,40.97,
2015-03-30,83.19,83.81,84.34,82.41,24530000.0,4947.4,10989.2,2086.24,6891.43,19411.4,27975.86,1255.85,24855.12,3786.57,48.68,66.52,14.51,97.97,374.59,561.13,40.96,
2015-03-31,82.22,82.9,83.5,82.21,19730000.0,4900.9,10899.2,2067.89,6773.04,19206.99,27957.49,1251.55,24900.89,3747.9,47.6,65.5,15.29,98.36,372.1,554.7,40.66,
2015-04-01,81.67,82.5,82.72,80.87,22060000.0,4880.2,10891.6,2059.69,6809.5,19034.84,28260.14,1252.85,25082.75,3810.29,50.09,68.9,15.11,98.19,370.25,549.49,40.72,
2015-04-02,81.56,82.25,82.56,81.44,19660000.0,4886.9,10953.2,2066.96,6833.46,19312.79,,1254.95,25275.64,3825.78,49.14,67.96,14.67,97.44,372.25,541.31,40.29,0.02697556093335152
2015-04-06,82.44,80.8,82.81,80.8,19060000.0,4917.3,11033.1,2080.62,,19397.98,28504.46,1259.35,,,52.14,70.48,14.74,96.78,377.04,543.95,41.55,
2015-04-07,82.32,82.65,83.42,82.22,17470000.0,4910.2,11013.2,2076.33,6961.77,19640.54,28516.59,1252.15,,3961.38,53.98,69.07,14.78,97.83,374.41,544.86,41.53,-0.9017184972763062
2015-04-08,82.28,82.63,83.1,81.84,18970000.0,4950.8,11033.0,2081.9,6937.41,19789.81,28707.75,1263.65,26236.86,3994.81,50.42,68.08,13.98,97.94,381.2,548.84,41.42,-0.2287430167198181
