date,close,open,high,low,volume,NASDAQ,NYSE,SP500,FTSE100,NIKKEI225,BSE,RUSSELL2000,HENG SENG,SSE,Oil,gold,VIX,Dollar,AMAZON,Google,microsoft,Sentiment
2020-11-10,272.43,273.14,273.52,264.04,29070000.0,11553.9,13708.0,3545.53,6296.85,24905.59,43277.65,1737.01,26301.48,3360.15,41.36,142.05,24.8,92.75,3035.02,1737.72,211.01,-0.15225836634635925
2020-11-11,276.48,273.5,278.38,272.99,14960000.0,11786.4,13724.8,3572.66,6382.1,25349.6,43593.67,1736.94,26226.98,3342.2,41.45,140.6,23.45,93.04,3137.39,1747.23,216.55,-0.01887851022183895
2020-11-12,275.08,277.34,279.7,274.51,12910000.0,11709.6,13551.5,3537.01,6338.94,25520.88,43357.19,1708.47,26169.38,3338.68,41.12,142.04,25.35,92.96,3110.28,1742.82,215.44,0.4823679961264134
2020-11-13,276.95,277.72,277.76,273.1,10400000.0,11829.3,13761.3,3585.15,6316.39,25385.87,43443.0,1744.04,26156.86,3310.1,40.13,143.38,23.1,92.75,3128.81,1772.26,216.51,0.3057943880558014
2020-11-16,278.96,275.33,279.0,274.65,12970000.0,11924.1,13982.2,3626.91,6421.29,25906.93,,1785.34,26381.67,3346.97,41.34,143.4,22.45,92.64,3131.06,1774.03,217.23,0.2605364620685577
2020-11-17,275.0,277.0,277.34,273.37,15040000.0,11899.3,13949.1,3609.53,6365.33,26014.62,43952.71,1791.91,26415.09,3339.9,41.43,141.24,22.71,92.42,3135.66,1761.66,214.46,-0.02718490920960903
2020-11-18,271.97,274.09,277.38,271.97,12150000.0,11801.6,13808.7,3567.79,6385.24,25728.14,44180.05,1769.32,26544.29,3347.3,41.82,136.71,23.84,92.32,3105.46,1740.64,211.08,-0.2263803482055664
2020-11-19,272.94,271.02,273.47,269.25,12960000.0,11904.7,13863.2,3581.87,6334.35,25634.34,43599.96,1784.13,26356.97,3363.09,41.74,135.89,23.11,92.29,3117.02,1758.57,212.42,-0.9011458754539491
2020-11-20,269.7,272.56,273.0,269.41,18120000.0,11855.0,13827.0,3557.54,6351.45,25527.37,43882.25,1785.34,26451.54,3377.73,42.15,137.2,23.7,92.39,3099.4,1736.38,210.39,
2020-11-23,268.43,270.69,270.69,264.55,20990000.0,11880.6,13998.2,3577.59,6333.84,,44077.15,1818.3,26486.2,3414.49,43.06,132.54,22.66,92.5,3098.39,1727.56,210.11,
2020-11-24,276.92,268.48,277.79,267.94,16930000.0,12037.3,14249.5,3635.41,6432.17,26165.59,44523.02,1853.53,26588.2,3402.82,44.91,130.82,21.64,92.23,3118.06,1763.9,213.86,
2020-11-25,275.59,278.14,280.18,272.65,12470000.0,12094.4,14191.6,3629.65,6391.09,26296.86,43828.1,1845.02,26669.75,3362.33,45.71,133.0,21.25,91.99,3185.07,1764.13,213.87,0.6228631138801575
2020-11-27,277.81,277.39,279.13,274.82,7810000.0,12205.8,14198.5,3638.35,6367.58,26644.71,44149.72,1855.27,26894.68,3408.31,45.53,133.76,20.84,91.79,3195.34,1787.02,215.23,0.1451946124434471
2020-11-30,276.97,276.03,277.7,271.01,16550000.0,12198.7,14006.5,3621.63,6266.19,26433.62,,1819.82,26341.49,3391.76,45.34,134.72,20.57,91.87,3168.04,1754.4,214.07,0.7046293020248413
2020-12-01,286.55,279.12,289.26,279.06,20780000.0,12355.1,14146.6,3662.45,6384.73,26787.54,44655.44,1836.05,26567.68,3451.94,44.55,139.91,20.77,91.31,3220.08,1795.36,216.21,-0.02859469410032034
2020-12-02,287.52,285.37,291.66,280.94,17360000.0,12349.4,14188.2,3669.01,6463.39,26800.98,44618.04,1838.03,26532.58,3449.38,45.28,140.64,21.17,91.12,3203.53,1824.97,215.37,-0.6166346669197083
2020-12-03,281.85,286.15,286.61,281.13,12920000.0,12377.2,14217.2,3666.72,6490.27,26809.37,44632.65,1848.7,26728.5,3442.14,45.64,139.6,21.28,90.71,3186.73,1821.84,214.24,-0.9168619513511658
2020-12-04,279.7,280.3,283.46,279.3,10880000.0,12464.2,14417.3,3699.12,6550.23,26751.24,45079.55,1892.45,26835.92,3444.58,46.26,139.34,20.79,90.7,3162.58,1823.76,214.36,
2020-12-07,285.58,278.32,288.44,278.26,13010000.0,12519.9,14355.0,3691.96,6555.39,26547.44,45426.97,1891.25,26506.85,3416.6,45.76,143.59,21.3,90.79,3158.0,1817.03,214.29,
2020-12-08,283.4,285.9,285.99,281.57,10750000.0,12582.8,14402.2,3702.25,6558.82,26467.08,45608.51,1917.78,26304.56,3410.18,45.6,143.3,20.68,90.97,3177.29,1811.33,216.01,-0.3494808077812195
2020-12-09,277.92,282.71,287.58,272.28,25190000.0,12339.0,14374.1,3672.82,6564.29,26817.94,46103.5,1902.15,26502.84,3371.96,45.52,139.61,22.27,91.09,3104.2,1777.86,211.8,-0.6978564448654652
2020-12-10,277.12,275.27,278.72,271.89,20070000.0,12405.8,14394.3,3668.1,6599.76,26756.24,45959.88,1922.7,26410.59,3373.28,46.78,140.1,22.52,90.82,3101.49,1767.65,210.52,0.20108595490455627
2020-12-11,273.55,274.53,276.48,270.25,14390000.0,12377.9,14355.3,3663.46,6546.75,26652.52,46099.01,1911.7,26505.87,3347.19,46.57,138.61,23.31,90.98,3116.42,1774.8,213.26,
2020-12-14,274.19,272.98,277.19,271.74,16379999.999999998,12440.0,14214.9,3647.49,6531.83,26732.44,46253.46,1913.86,26389.52,3369.12,46.99,135.35,24.72,90.71,3156.97,1752.26,214.2,-0.28930802643299103
2020-12-15,275.55,275.5,276.0,267.52,23980000.0,12595.1,14402.3,3694.62,6513.32,26687.84,46263.17,1959.76,26207.29,3367.23,47.62,140.2,22.89,90.47,3165.12,1761.08,214.13,-0.0995582640171051
2020-12-16,275.67,274.76,277.86,272.51,15560000.0,12658.2,14408.9,3701.17,6570.91,26757.4,46666.46,1952.72,26460.29,3366.98,47.82,142.94,22.5,90.45,3240.96,1757.19,219.28,-0.7079192300637563
2020-12-17,274.48,277.2,280.42,273.63,16379999.999999998,12764.7,14516.7,3722.48,6551.06,26806.67,46890.34,1978.05,26678.38,3404.87,48.36,148.25,21.93,89.82,3236.08,1740.51,219.42,-0.8831114768981934
2020-12-18,276.4,275.77,278.0,271.14,26690000.0,12755.6,14467.8,3709.41,6529.18,26763.39,46960.69,1969.99,26498.6,3394.9,49.1,144.9,21.57,90.02,3201.65,1726.22,218.59,
2020-12-21,272.79,272.36,274.52,267.85,16550000.0,12742.5,14378.8,3694.92,6416.32,26714.42,45553.96,1970.33,26306.68,3420.57,47.74,145.34,25.16,90.04,3206.18,1734.56,222.59,
2020-12-22,267.09,271.06,271.29,264.73,17340000.0,12807.9,14321.3,3687.26,6453.16,26436.39,46006.69,1989.88,26119.25,3356.78,47.02,140.53,24.23,90.65,3206.52,1720.22,223.94,0.4138779640197754
2020-12-23,268.11,267.13,272.14,266.3,14330000.0,12771.1,14398.6,3690.01,6495.75,26524.79,46444.18,2007.1,26343.1,3382.32,48.12,143.01,23.31,90.41,3185.27,1728.23,221.02,
2020-12-24,267.4,268.88,270.4,266.2,6700000.0,12804.7,14382.5,3703.06,6502.11,26668.35,46973.54,2003.95,26386.56,3363.11,48.23,143.73,21.53,90.32,3172.69,1734.16,222.75,0.7779739499092102
2020-12-28,277.0,268.88,277.27,265.73,23300000.0,12899.4,14405.8,3735.36,,26854.03,47353.75,1996.25,26314.63,3397.29,47.62,142.34,21.7,90.34,3283.96,1773.96,224.96,
2020-12-29,276.78,276.95,280.48,276.33,16379999.999999998,12850.2,14397.9,3727.04,6602.65,27568.15,47613.08,1959.36,26568.49,3379.04,48.0,142.46,23.08,89.99,3322.0,1757.76,224.15,
2020-12-30,271.87,277.73,277.9,271.79,11800000.0,12870.0,14477.5,3732.04,6555.82,27444.17,47746.22,1979.99,27147.11,3414.45,48.4,147.14,22.77,89.68,3285.85,1736.25,221.68,-0.4247786998748779
2020-12-31,273.16,272.0,277.09,269.81,12900000.0,12888.3,14524.8,3756.07,6460.52,,47751.33,1974.86,27231.13,3473.07,48.52,144.19,22.75,89.94,3256.93,1752.64,222.42,
2021-01-04,268.94,274.46,274.46,265.25,15110000.0,12698.4,14376.7,3700.65,6571.88,27258.38,48176.8,1945.91,27472.81,3502.96,47.62,154.07,26.97,89.87,3186.63,1726.13,217.69,0.14648360013961792
2021-01-05,270.97,268.8,272.4,268.71,9870000.0,12819.0,14536.5,3726.86,6612.25,27158.63,48437.78,1979.11,27649.86,3528.68,49.93,154.08,25.34,89.44,3218.51,1740.05,217.9,
2021-01-06,263.31,261.11,267.73,260.01,24350000.0,12740.8,14788.8,3748.14,6841.86,27055.94,48174.06,2057.92,27692.3,3550.88,50.63,155.13,25.07,89.53,3138.38,1722.88,212.25,-0.7960299849510193
2021-01-07,268.74,265.55,271.55,264.8,15790000.0,13067.5,14928.8,3803.79,6856.96,27490.13,48093.32,2096.89,27548.52,3576.2,50.83,154.52,22.37,89.83,3162.16,1774.34,218.29,-0.3088426776230335
2021-01-08,267.57,268.31,268.95,263.18,18530000.0,13202.0,14966.8,3824.68,6873.26,28139.03,48782.51,2091.66,27878.22,3570.11,52.24,147.24,21.56,90.1,3182.7,1797.83,219.62,-0.8385962843894958
2021-01-11,256.84,260.47,263.39,256.11,30410000.0,13036.4,14938.0,3799.61,6798.48,,49269.32,2091.01,27908.22,3531.5,52.25,143.95,24.08,90.47,3114.21,1756.29,217.49,-0.2080021279398352
2021-01-12,251.09,256.63,259.61,250.4,26450000.0,13072.4,15010.3,3801.19,6754.11,28164.34,49517.11,2127.96,28276.75,3608.34,53.21,144.74,23.33,90.09,3120.83,1737.43,214.93,-0.5462739318609238
2021-01-13,251.64,251.27,253.92,249.28,19530000.0,13129.0,14983.6,3809.84,6745.52,28456.59,49492.32,2111.97,28235.6,3598.65,52.91,142.33,22.21,90.36,3165.89,1747.25,216.34,-0.4322786992415786
2021-01-14,245.64,253.41,254.95,244.69,29740000.0,13112.6,15044.4,3795.54,6801.96,28698.26,49584.16,2155.35,28496.86,3565.9,53.57,143.07,23.25,90.24,3127.47,1730.92,213.02,
2021-01-15,251.36,247.9,253.86,247.16,24940000.0,12998.5,14894.2,3768.25,6735.71,28519.18,49034.67,2123.2,28573.86,3566.38,52.36,137.51,24.34,90.77,3104.25,1727.62,212.65,-0.37228066474199295
2021-01-19,261.1,256.64,262.19,252.77,28030000.0,13197.2,14987.3,3798.91,6712.95,28633.46,49398.29,2151.14,29642.28,3566.38,52.98,139.0,23.24,90.5,3120.76,1784.47,216.44,0.3104938417673111
2021-01-20,267.48,268.93,270.32,263.6,25200000.0,13457.2,15097.3,3851.85,6740.39,28523.26,49792.12,2160.62,29962.47,3583.09,53.24,143.24,21.58,90.47,3263.38,1880.07,224.34,0.2424728386104107
2021-01-21,272.87,269.26,273.6,267.49,20840000.0,13530.9,15019.0,3853.07,6715.42,28756.86,49624.76,2141.42,29927.76,3621.26,53.13,141.24,21.32,90.13,3306.99,1884.15,224.97,-0.7935376465320587
2021-01-22,274.5,272.01,278.47,272.0,21950000.0,13543.1,14951.8,3841.47,6695.07,28631.45,48878.54,2168.76,29447.85,3606.75,52.27,140.15,21.91,90.24,3292.23,1892.56,225.95,-0.6828117966651917
2021-01-25,278.01,278.57,280.07,271.78,19090000.0,13636.0,14935.3,3855.36,6638.85,28822.29,48347.59,2163.27,30159.01,3624.24,52.77,138.57,23.19,90.39,3294.0,1894.28,229.53,0.4638397097587586
2021-01-26,282.05,278.35,285.33,278.05,19370000.0,13626.1,14867.4,3849.62,6654.01,28546.18,,2149.86,29391.26,3569.43,52.61,137.47,23.02,90.17,3326.13,1907.95,232.33,0.04185111075639725
2021-01-27,272.14,283.1,283.18,268.15,35350000.0,13270.6,14487.7,3750.77,6567.37,28635.21,47409.93,2108.7,29297.53,3573.34,52.85,131.57,37.21,90.65,3232.58,1818.94,232.9,-0.11140894144773483
2021-01-28,265.0,277.84,286.69,264.77,37760000.0,13337.2,14669.5,3787.38,6526.15,28197.42,46874.36,2106.61,28550.77,3505.18,52.34,138.68,30.21,90.45,3237.62,1853.2,238.93,-0.3631693944334984
2021-01-29,258.33,265.3,266.56,254.85,30390000.0,13070.7,14397.2,3714.24,6407.46,27663.39,46285.77,2073.64,28283.71,3483.07,52.2,138.59,33.09,90.58,3206.2,1827.36,231.96,0.3740049004554749
2021-02-01,262.01,260.07,264.14,255.12,22910000.0,13403.4,14596.2,3773.86,6466.42,28091.05,48600.61,2126.16,28892.86,3505.28,53.55,146.32,30.24,90.98,3342.88,1893.07,239.65,-0.6551236510276794
2021-02-02,267.08,264.52,268.8,263.29,17320000.0,13612.8,14768.6,3826.31,6516.65,28362.17,49797.72,2151.44,29248.7,3533.68,54.76,139.05,25.56,91.2,3380.0,1919.12,239.51,
2021-02-03,266.65,265.51,269.17,263.87,14220000.0,13610.5,14839.1,3830.17,6507.82,28646.5,50255.75,2159.7,29307.46,3517.31,55.69,139.63,22.91,91.17,3312.53,2058.88,243.0,0.13423548638820648
2021-02-04,266.49,267.48,268.04,264.03,16059999.999999998,13777.7,14975.4,3871.74,6503.72,28341.95,50614.29,2202.42,29113.5,3501.86,56.23,137.51,21.77,91.53,3331.0,2053.63,242.01,-0.1313774585723877
2021-02-05,268.1,266.8,269.17,265.67,12450000.0,13856.3,15069.6,3886.83,6489.33,28779.19,50731.63,2233.33,29288.68,3496.33,56.85,141.52,20.87,91.04,3352.15,2088.83,242.2,
2021-02-08,266.58,268.56,269.81,265.0,13760000.0,13987.6,15226.6,3915.59,6523.53,29388.5,51348.77,2289.76,29319.47,3532.45,57.97,144.57,21.24,90.93,3322.94,2084.52,242.47,
2021-02-09,269.45,266.59,273.3,265.84,14610000.0,14007.7,15244.4,3911.23,6531.56,29505.93,51329.08,2299.0,29476.19,3603.49,58.36,143.92,21.63,90.44,3305.0,2075.39,243.77,
2021-02-10,271.87,272.74,273.73,267.85,14690000.0,13972.5,15273.9,3909.88,6524.36,29562.93,51309.39,2282.44,30038.72,3655.09,58.68,143.65,21.99,90.37,3286.58,2086.48,242.82,0.8000000119209291
2021-02-11,270.39,271.95,273.5,268.59,12830000.0,14025.8,15297.1,3916.38,6528.72,,51531.52,2285.32,30173.57,,58.24,141.29,21.25,90.42,3262.13,2088.75,244.49,
2021-02-12,270.5,270.52,271.18,268.34,9100000.0,14095.5,15369.6,3934.83,6589.79,29520.07,51544.3,2289.36,,,59.47,141.72,19.97,90.48,3277.71,2095.03,244.99,0.00538819283246994
2021-02-16,273.97,270.26,276.54,270.19,15420000.0,14047.5,15423.0,3932.59,6748.86,30467.75,52104.17,2272.89,30746.66,,60.05,140.0,21.46,90.51,3268.95,2110.7,243.7,-0.0246112123131752
2021-02-17,273.57,270.03,273.96,269.61,12760000.0,13965.5,15402.6,3931.33,6710.9,30292.19,51703.83,2256.11,31084.94,,61.14,137.43,21.5,90.95,3308.64,2118.62,244.2,-0.3744326941668987
2021-02-18,269.39,270.04,271.89,266.03,15250000.0,13865.4,15290.6,3913.97,6617.15,30236.09,51324.69,2218.39,30595.27,3675.36,60.52,135.72,22.49,90.59,3328.23,2105.81,243.79,-0.9093036055564879
2021-02-19,261.56,269.86,270.27,260.15,25620000.0,13874.5,15362.7,3906.71,6624.02,30017.92,50889.76,2266.69,30644.73,3696.17,59.24,136.78,22.05,90.36,3249.9,2088.81,240.97,0.6344090700149536
2021-02-22,260.33,257.62,263.06,257.62,17430000.0,13533.0,15340.5,3876.5,6612.24,30156.03,49744.32,2251.07,30319.83,3642.44,61.49,143.68,23.45,90.01,3180.74,2054.26,234.51,-0.21040387451648712
2021-02-23,265.86,259.15,267.46,254.96,21920000.0,13465.2,15359.1,3881.37,6625.94,,49751.41,2231.31,30632.64,3636.36,61.67,140.9,23.11,90.17,3194.5,2060.12,233.27,-0.5025622844696045
2021-02-24,264.31,262.33,266.38,258.39,15740000.0,13598.0,15539.4,3925.43,6658.97,29671.7,50781.69,2284.38,29718.24,3564.08,63.22,143.35,21.34,90.18,3159.53,2083.81,234.55,0.0771219531695048
2021-02-25,254.69,262.54,266.92,254.04,19050000.0,13119.4,15206.7,3829.34,6651.96,30168.27,51039.31,2200.17,30074.17,3585.05,63.53,137.36,28.89,90.13,3057.16,2015.95,228.99,0.041448161005973816
2021-02-26,257.62,256.47,265.55,256.47,26620000.0,13192.3,15010.5,3811.15,6483.43,28966.01,49099.99,2201.05,28980.21,3509.08,61.5,130.79,27.95,90.88,3092.93,2021.91,232.38,0.7115719616413116
2021-03-01,264.91,260.74,266.65,257.94,22160000.0,13588.8,15327.8,3901.82,6588.53,29663.5,49849.84,2275.32,29452.57,3551.4,60.64,130.33,23.35,91.04,3146.14,2069.66,236.94,0.0488131158053875
2021-03-02,259.0,265.37,266.64,258.66,15190000.0,13358.8,15277.0,3870.29,6613.75,29408.17,50296.89,2231.51,29095.86,3508.59,59.75,134.84,24.1,90.78,3094.53,2064.48,233.87,-0.9442937970161438
2021-03-03,255.41,260.31,260.85,255.12,15510000.0,12997.8,15199.2,3819.72,6675.47,29559.1,51444.65,2207.79,29880.42,3576.9,61.28,131.8,26.67,90.95,3005.0,2011.41,227.56,-0.30609791229168576
2021-03-04,257.64,256.4,266.48,253.53,31630000.0,12723.5,14959.4,3768.47,6650.88,28930.11,50846.08,2146.92,29236.79,3503.49,63.83,130.68,28.57,91.63,2977.57,2033.93,226.73,0.34476909041404724
2021-03-05,264.28,260.67,265.45,255.61,26820000.0,12920.1,15251.8,3841.94,6630.52,28864.32,50405.32,2192.21,29098.29,3501.99,66.09,133.58,24.66,91.98,3000.46,2097.07,231.6,-0.01779930293560028
2021-03-08,255.31,263.65,265.32,255.08,18390000.0,12609.2,15288.4,3821.35,6719.13,28743.25,50441.07,2202.98,28540.83,3421.41,65.05,131.71,25.47,92.31,2951.95,2007.5,227.39,
2021-03-09,265.74,260.34,268.51,259.81,22040000.0,13073.8,15375.6,3875.44,6730.34,29027.94,51025.48,2245.06,28773.23,3359.29,64.01,134.75,24.03,91.96,3062.85,2040.36,233.78,0.042465314269065864
2021-03-10,264.9,268.53,268.73,262.9,14210000.0,13068.8,15521.8,3898.81,6725.6,29036.56,51279.51,2285.68,28907.52,3357.74,64.44,135.65,22.56,91.82,3057.64,2036.19,232.42,0.1866953708231449
2021-03-11,273.88,267.94,277.89,267.94,21830000.0,13398.7,15648.0,3939.34,6736.96,29211.64,,2338.54,29385.61,3436.83,66.02,139.14,21.91,91.42,3113.59,2100.54,237.13,
2021-03-12,268.4,268.5,269.66,264.04,20600000.0,13319.9,15715.2,3943.34,6761.47,29717.83,50792.08,2352.79,28739.72,3453.08,65.61,139.73,20.69,91.68,3089.49,2050.0,235.75,
2021-03-15,273.75,269.08,275.93,268.6,16860000.0,13459.7,15775.5,3968.94,6749.7,29766.97,50395.08,2360.17,28833.76,3419.95,65.39,142.12,20.03,91.83,3081.68,2054.44,234.81,0.018909351900219917
2021-03-16,279.28,275.4,282.1,275.0,22440000.0,13471.6,15669.3,3962.71,6803.61,29921.09,50363.96,2319.52,29027.69,3446.73,64.8,140.42,19.79,91.86,3091.86,2083.89,237.71,-0.4618311524391174
2021-03-17,284.01,276.06,286.21,275.59,21320000.0,13525.2,15731.2,3974.12,6762.67,29914.33,49801.62,2336.39,29034.12,3445.55,64.6,144.2,19.23,91.44,3135.73,2082.22,237.04,
2021-03-18,278.62,279.79,285.17,278.44,18750000.0,13116.2,15589.1,3915.46,6779.68,30216.75,49216.52,2267.59,29405.72,3463.07,60.0,141.27,21.58,91.86,3027.99,2021.34,230.72,0.03816825523972511
2021-03-19,290.11,281.22,292.8,281.2,38930000.0,13215.2,15562.3,3913.1,6708.71,29792.05,49858.24,2287.55,28990.94,3404.66,61.42,141.57,20.95,91.92,3074.96,2026.96,230.35,-0.08053947240114212
2021-03-22,293.54,290.66,299.7,286.88,28270000.0,13377.5,15551.6,3940.59,6726.1,29174.15,49771.29,2266.84,28885.34,3443.44,61.55,140.15,18.88,91.74,3110.87,2030.69,235.99,
2021-03-23,290.63,293.35,297.95,289.9,23000000.0,13227.7,15346.5,3910.52,6699.19,28995.92,50051.44,2185.69,28497.38,3411.51,57.76,135.28,20.3,92.34,3137.5,2041.33,237.58,
2021-03-24,282.14,291.1,291.69,281.31,18680000.0,12961.9,15276.6,3889.14,6712.89,28405.52,49180.31,2134.27,27918.14,3367.06,61.18,133.7,21.2,92.53,3087.07,2032.53,235.46,-0.008466307073831558
2021-03-25,278.74,280.0,287.99,277.76,24510000.0,12977.7,15410.4,3909.52,6674.83,28729.88,48440.12,2183.12,27899.61,3363.59,58.56,132.84,19.81,92.53,3046.26,2032.46,232.34,0.030597193166613582
2021-03-26,283.02,278.3,284.5,277.77,17630000.0,13138.7,15682.5,3974.54,6740.59,29176.7,49008.5,2221.48,28336.43,3418.33,60.97,135.87,18.86,92.77,3052.03,2024.73,236.48,-0.0066644102334976205
2021-03-29,290.82,285.15,293.13,284.87,21720000.0,13059.6,15611.9,3971.09,6736.17,29384.52,,2158.68,28338.3,3435.3,61.56,135.88,20.74,92.94,3075.73,2045.79,235.24,0.5513293445110321
2021-03-30,288.0,289.87,292.47,286.71,17470000.0,13045.4,15626.1,3958.55,6772.12,29432.7,50136.58,2195.8,28577.5,3456.68,60.55,131.73,19.61,93.3,3055.29,2046.47,231.85,-0.37369948625564575
2021-03-31,294.53,290.02,296.49,288.65,19500000.0,13246.9,15601.7,3972.89,6713.63,29178.8,49509.15,2220.52,28378.35,3441.91,59.16,134.39,19.4,93.23,3094.08,2062.52,235.77,-0.10794040560722352
2021-04-01,298.66,298.4,302.4,296.6,17620000.0,13480.1,15752.2,4019.87,6737.3,29388.87,50029.83,2253.9,28938.74,3466.33,61.45,139.93,17.33,92.93,3161.0,2129.78,242.35,
2021-04-05,308.91,300.73,310.67,300.69,28240000.0,13705.6,15870.3,4077.91,,30089.25,49159.32,2264.89,,,58.65,140.63,17.91,92.59,3226.73,2218.96,249.07,0.2015813924372196
2021-04-06,306.26,308.7,311.25,305.25,17340000.0,13698.4,15878.0,4073.94,6823.55,29696.63,49201.39,2259.15,,3482.97,59.33,143.03,18.12,92.33,3223.82,2209.26,247.86,-0.14825990796089172
2021-04-07,313.09,306.17,314.25,305.7,22860000.0,13688.8,15838.8,4079.95,6885.32,29730.79,49661.76,2223.05,28674.8,3479.63,59.77,140.67,17.16,92.45,3279.39,2239.03,249.9,0.052648164331912994
2021-04-08,313.02,314.85,315.88,310.05,20890000.0,13829.3,15886.6,4097.17,6942.22,29708.98,49746.21,2242.6,29008.07,3482.55,59.6,144.26,16.95,92.06,3299.3,2250.43,253.25,
2021-04-09,312.46,311.4,314.74,310.34,15990000.0,13900.2,15956.4,4128.8,6915.75,29768.06,49591.32,2243.47,28698.8,3450.68,59.32,143.76,16.69,92.16,3372.2,2270.67,255.85,-0.7804778218269348
2021-04-12,311.54,310.72,311.92,308.08,10880000.0,13850.0,15977.5,4127.99,6889.12,29538.73,47883.38,2233.78,28453.28,3412.95,59.7,140.81,16.91,92.14,3379.39,2244.62,255.91,0.3837171792984009
2021-04-13,309.76,312.27,314.39,309.45,14040000.0,13996.1,15962.3,4141.59,6890.49,29751.61,48544.06,2228.92,28497.25,3396.47,60.18,143.01,16.65,91.85,3400.0,2254.43,258.49,0.01172111431757609
2021-04-14,302.82,307.21,307.94,302.07,17420000.0,13857.8,16000.2,4124.66,6939.58,29620.99,,2247.72,28900.83,3416.72,63.15,142.13,16.99,91.69,3333.0,2241.91,255.59,
2021-04-15,307.82,305.9,310.12,304.12,14560000.0,14038.8,16116.8,4170.42,6983.5,29642.69,48803.68,2257.07,28793.14,3398.99,63.46,148.15,16.57,91.69,3379.09,2285.25,259.5,0.10006475821137427
2021-04-16,306.18,308.17,308.95,304.61,13060000.0,14052.3,16186.3,4185.47,7019.53,29683.37,48832.03,2262.67,28969.71,3426.62,63.13,149.16,16.25,91.56,3399.44,2282.75,260.74,0.07195248827338219
2021-04-19,302.24,305.55,307.58,300.6,14550000.0,13914.8,16107.6,4163.26,7000.08,29685.37,47949.42,2232.0,29106.15,3477.55,63.38,147.57,17.29,91.07,3372.01,2289.76,258.74,0.14594246447086334
2021-04-20,302.65,301.99,304.96,297.23,16800000.0,13786.3,15944.6,4134.94,6859.87,29100.38,47705.8,2188.21,29135.73,3472.94,62.44,148.41,18.68,91.24,3334.69,2279.01,258.26,0.07006224244832993
2021-04-21,301.47,301.34,301.66,297.42,14860000.0,13950.2,16121.6,4173.42,6895.29,28508.55,,2239.63,28621.92,3472.93,61.35,151.76,17.5,91.16,3362.02,2278.35,260.58,0.023379921913146973
2021-04-22,296.52,300.85,302.88,296.05,16379999.999999998,13818.4,16030.6,4134.98,6938.24,29188.17,48080.67,2232.61,28755.34,3465.11,61.43,148.55,18.71,91.33,3309.04,2252.52,257.17,-0.8064866662025452
2021-04-23,301.13,298.76,302.59,297.15,17560000.0,14016.8,16206.0,4180.17,6938.56,29020.63,47878.45,2271.86,29078.75,3474.17,62.14,148.53,17.33,90.86,3340.88,2299.93,261.15,0.3115351634720961
2021-04-26,303.04,303.11,305.74,301.61,16170000.000000002,14138.8,16241.2,4187.62,6963.12,29126.23,48386.51,2298.01,28952.83,3441.17,61.91,148.93,17.64,90.81,3409.0,2309.93,261.55,0.8739704489707947
2021-04-27,303.57,304.65,305.31,301.33,15310000.0,14090.2,16273.3,4186.72,6944.97,28991.89,48944.14,2301.27,28941.54,3442.61,62.94,146.04,17.56,90.91,3417.43,2290.98,261.97,0.00536344014108181
2021-04-28,307.1,306.82,310.62,305.4,33910000.0,14051.0,16322.1,4183.18,6963.67,29053.97,49733.84,2304.16,29071.34,3457.07,63.86,147.61,17.28,90.61,3458.5,2359.04,254.56,0.35305893421173096
2021-04-29,329.51,330.31,331.64,321.69,56530000.0,14082.5,16376.0,4211.47,6961.48,,49765.94,2295.46,29303.26,3474.9,65.01,144.3,17.61,90.61,3471.31,2392.76,252.51,0.6080310940742493
2021-04-30,325.08,326.14,329.82,324.5,26330000.0,13962.7,16219.3,4181.17,6969.81,28812.63,48782.36,2266.45,28724.88,3446.86,63.58,142.13,18.61,91.28,3467.42,2353.5,252.18,0.7866470217704773
2021-05-03,322.58,326.17,328.55,321.84,18720000.0,13895.1,16325.2,4192.66,,,48718.52,2277.45,28357.54,,64.49,148.72,18.31,90.94,3386.49,2343.08,251.86,0.4337260853499174
2021-05-04,318.36,320.02,322.19,313.12,24030000.0,13633.5,16289.3,4164.66,6923.17,,48253.51,2248.29,28557.14,,65.69,146.58,19.48,91.29,3311.87,2306.83,247.79,
2021-05-05,315.02,318.19,321.06,314.49,15580000.0,13582.4,16348.4,4167.59,7039.3,,48677.55,2241.37,28417.98,,65.63,148.09,19.15,91.31,3270.54,2314.77,246.47,-0.16566017270088196
2021-05-06,320.02,314.54,320.19,313.32,19010000.0,13632.8,16459.6,4201.62,7076.17,29331.37,48949.76,2241.42,28637.46,3441.28,64.71,153.81,18.39,90.95,3306.37,2337.35,249.73,
2021-05-07,319.08,322.38,322.93,318.75,15920000.0,13752.2,16590.4,4232.6,7129.71,29357.82,49206.47,2271.63,28610.65,3418.87,64.9,156.28,16.69,90.23,3291.61,2351.93,252.46,0.05371009558439255
2021-05-10,305.97,314.5,314.5,304.86,24240000.0,13401.9,16516.8,4188.43,7123.68,29518.34,49502.41,2212.7,28595.66,3427.99,64.92,154.72,19.66,90.21,3190.49,2291.75,247.18,-0.8121205270290375
2021-05-11,306.53,300.65,306.84,299.8,18920000.0,13389.4,16355.6,4152.1,6947.99,28608.59,49161.81,2206.99,28013.81,3441.85,65.28,157.14,21.84,90.14,3223.91,2270.06,246.23,-0.7259436547756195
